COUNTRY,INDICATOR,TRADE_FLOW,VALUATION,SCALE,CURRENCY,VALUE,YEAR,IS_EXPORT,VALUE_CATEGORY,TREND
Argentina,Exports of goods,Exports of goods,Free on board (FOB),Millions,USD,57910000000.0,2016,True,High,No Data
Argentina,Exports of goods,Exports of goods,Free on board (FOB),Millions,USD,58644000000.0,2017,True,High,Increasing
Argentina,Exports of goods,Exports of goods,Free on board (FOB),Millions,USD,61781000000.0,2018,True,High,Increasing
Argentina,Exports of goods,Exports of goods,Free on board (FOB),Millions,USD,65116000000.0,2019,True,High,Increasing
Argentina,Exports of goods,Exports of goods,Free on board (FOB),Millions,USD,54884000000.0,2020,True,High,Decreasing
Argentina,Exports of goods,Exports of goods,Free on board (FOB),Millions,USD,77935000000.0,2021,True,High,Increasing
Argentina,Exports of goods,Exports of goods,Free on board (FOB),Millions,USD,88702000000.0,2022,True,High,Increasing
Argentina,Exports of goods,Exports of goods,Free on board (FOB),Millions,USD,66955000000.0,2023,True,High,Decreasing
Argentina,Exports of goods,Exports of goods,Free on board (FOB),Millions,USD,79703000000.0,2024,True,High,Increasing
Argentina,Exports of goods,Exports of goods,Free on board (FOB),Millions,USD,87111000000.0,2025,True,High,Increasing
Argentina,"Exports of goods, Volume index",Exports of goods,Free on board (FOB),Units,Not Applicable,89.81297254277756,2016,True,Low,No Data
Argentina,"Exports of goods, Volume index",Exports of goods,Free on board (FOB),Units,Not Applicable,89.71348985276562,2017,True,Low,Decreasing
Argentina,"Exports of goods, Volume index",Exports of goods,Free on board (FOB),Units,Not Applicable,89.47473139673697,2018,True,Low,Decreasing
Argentina,"Exports of goods, Volume index",Exports of goods,Free on board (FOB),Units,Not Applicable,100.2387584560287,2019,True,Low,Increasing
Argentina,"Exports of goods, Volume index",Exports of goods,Free on board (FOB),Units,Not Applicable,87.14683645045761,2020,True,Low,Decreasing
Argentina,"Exports of goods, Volume index",Exports of goods,Free on board (FOB),Units,Not Applicable,98.36848388380422,2021,True,Low,Increasing
